brand,model,year,fuel_type,transmission,km_driven,owner_type,city,mileage,engine_cc,condition_rating,original_price,listed_price,estimated_final_price,days_to_sell,bargain_percent,car_age,depreciation_amount,resale_value_percent,demand_score,brand_popularity_score,price_per_km,premium_car
Kia,EV6,2017,Petrol,Automatic,71547,First,Bhopal,19,0,4,5942485,1854055,1779892,29,4,8,3922840,31.2,5.49,6,25.91,1
Renault,Kiger,2022,Petrol,Manual,48921,First,Chennai,13,,7,977594,677179,562058,27,17,3,275575,69.27,6.78,5,13.84,0
Nissan,Kicks,2020,CNG,Automatic,77659,First,Ahmedabad,28,1463,6,1242375,819097,786333,38,4,5,459881,65.93,5.52,6,10.55,0
Honda,Amaze,2018,Petrol,Manual,120337,Second,Mumbai,15,1199,5,973610,355075,308915,33,13,7,590148,36.47,7.5,7,2.95,0
Tata,Tiago,2019,CNG,Automatic,77792,First,Mumbai,21,1199,6,632092,279700,271309,32,3,6,338336,44.25,7.02,7,3.6,0
Maruti,Brezza,2024,Petrol,Automatic,9755,First,Pune,18,1462,10,1363105,1224886,1114646,14,9,1,142444,89.86,8.06,9,125.56,0
Hyundai,i20,2020,Petrol,Manual,115958,Second,Chennai,15,1197,7,1081546,587712,546572,31,7,5,479923,54.34,8.72,9,5.07,0
Toyota,Fortuner,2024,Petrol,Automatic,19301,Third,Pune,18,2755,10,5280451,4568118,4065625,38,11,1,604263,86.51,10,10,236.68,1
Toyota,Urban Cruiser,2022,CNG,Manual,54234,Third,Pune,23,1462,7,1282597,902948,695269,47,23,3,397774,70.4,7.3,8,,0
Volkswagen,Virtus,2024,Petrol,Manual,16699,Third,Nagpur,18,1500,8,1467580,1316272,1145156,47,13,1,162751,89.69,9.56,7,78.82,0
Skoda,Kodiaq,2023,Petrol,Manual,36756,First,Mumbai,15,1984,8,5466054,4293038,3606151,19,16,2,1170133,78.54,8.8,6,116.8,1
Hyundai,Creta,2020,Petrol,Manual,110717,Second,Chandigarh,19,1493,7,1373174,877458,737064,42,16,5,523138,63.9,8.42,9,7.93,0
MG,ZS EV,2024,CNG,Automatic,6573,First,Mumbai,27,0,10,3435515,2984431,2506922,23,16,1,457577,86.87,10,7,454.04,1
Mahindra,XUV300,2024,CNG,Manual,18579,Second,Chennai,25,1197,10,1311240,1165561,1002382,17,14,1,157038,88.89,7.72,7,62.74,0
Honda,Amaze,2024,CNG,Automatic,11510,Second,Ahmedabad,25,1199,10,1212514,1097810,999007,32,9,1,139085,90.54,,9,95.38,0
Volkswagen,Polo,2023,CNG,Automatic,38692,Second,Chandigarh,21,999,8,1166987,921569,820196,36,11,2,261769,78.97,8.04,5,23.82,0
Hyundai,Verna,2024,Diesel,Automatic,16726,Third,Pune,27,1497,10,1473537,1323825,1217919,34,8,1,175485,89.84,8.72,10,120.23,0
Kia,Sonet,2025,Petrol,Automatic,3607,Third,Ahmedabad,19,1197,8,1393087,1323432,1085214,49,18,0,0,95,8.4,6,927.11,0
Honda,Elevate,2018,Petrol,Manual,122788,First,Hyderabad,20,1200,6,1105281,518266,450891,46,13,7,567473,46.89,7.41,8,4.22,0
Kia,Seltos,2015,Diesel,Manual,164746,First,Delhi,28,1497,5,1021404,153210,142485,63,7,10,900264,15,5.77,8,0.93,0
Toyota,Urban Cruiser,2021,Petrol,Manual,52520,First,Surat,18,1461,7,1334367,947267,928321,35,2,4,387579,70.99,6.83,8,18.04,0
MG,Hector,2024,Petrol,Manual,16890,Second,Ahmedabad,21,1956,10,2302483,1964017,1885456,34,4,1,297689,85.3,9.49,7,116.28,0
Hyundai,Grand i10,2022,Petrol,Manual,40771,Second,Ahmedabad,22,1196,8,778486,594529,546966,23,8,3,199494,76.37,7.25,9,14.58,0
Mahindra,Scorpio,2022,CNG,Automatic,62040,Second,Surat,26,2184,9,1788065,1313870,1116789,34,15,3,504132,73.48,8.74,7,21.18,0
Hyundai,Venue,2024,Petrol,Automatic,10800,Second,Lucknow,21,1199,10,1086568,959656,921269,21,4,1,113190,88.32,10,9,88.86,0
Toyota,Urban Cruiser,2016,Petrol,Automatic,120417,First,Bangalore,14,1462,6,1014441,268319,222704,46,17,9,732341,26.45,6.32,8,2.23,0
Maruti,Ciaz,2021,Petrol,Manual,48263,Second,Lucknow,14,1462,6,1128479,803025,658480,46,18,4,344987,71.16,6.51,10,16.64,0
Honda,HR-V,2013,CNG,Automatic,152780,First,Surat,21,1498,2,1084530,162679,151291,49,7,12,976580,15,4.14,9,1.06,0
Maruti,Alto,2025,CNG,Automatic,1892,Second,Nagpur,20,796,10,560308,532292,505677,27,5,0,0,95,10,10,281.34,0
Toyota,Fortuner,2025,Petrol,Automatic,500,First,Coimbatore,17,2755,10,5332258,5065645,4964332,9,2,0,0,95,8.39,9,10131.29,1
Kia,EV6,2021,Diesel,Automatic,74981,Second,Mumbai,28,0,6,7929553,5679145,4713690,22,17,4,2416596,71.62,8.28,7,75.74,1
Tata,Safari,2022,Diesel,Automatic,65753,Second,Surat,25,1956,7,2482063,1738188,1494841,37,14,3,763007,70.03,7.4,9,67.37,0
Skoda,Octavia,2024,Diesel,Automatic,20847,First,Lucknow,20,1984,10,4022409,3585173,3119100,27,13,1,527072,89.13,7.67,7,171.98,1
Toyota,Glanza,2023,Petrol,Manual,22019,Second,Nagpur,17,1197,8,980647,726953,596101,32,18,2,225257,74.13,7.49,8,33.01,0
Maruti,WagonR,2024,Petrol,Manual,20852,First,Bhopal,16,1197,9,934357,833353,708350,34,15,1,110705,89.19,7.96,9,39.97,0
Tata,Safari,2023,Petrol,Manual,74529,Fourth,Hyderabad,18,1956,7,2432564,1914671,1761497,23,8,2,512654,78.71,7.74,9,25.69,0
MG,Astor,2013,Diesel,Manual,186110,Third,Hyderabad,16,1497,2,1020467,153070,131640,55,14,12,1103491,15,4.29,6,0.82,0
Volkswagen,Polo,2022,CNG,Manual,52517,First,Mumbai,21,999,8,1142108,832025,682260,37,18,3,297067,72.85,7.06,6,29.7,0
Toyota,Camry,2022,Petrol,Automatic,29841,Second,Delhi,20,2487,10,6321621,4551567,3823316,27,16,3,1878248,72,9.39,10,152.53,1
Toyota,Innova,2024,Diesel,Manual,12510,First,Hyderabad,27,2393,10,3316575,2862535,2633532,18,8,1,389764,86.31,9.37,10,228.82,0
Mahindra,Thar,2018,Petrol,Automatic,71279,Second,Kolkata,16,2184,5,1706808,696036,619472,44,11,7,1037181,40.78,7.55,8,9.76,0
Kia,EV6,2025,Petrol,Manual,4154,First,Chennai,22,0,9,9258882,8795937,7916343,35,10,0,0,95,8.24,8,2117.46,1
Maruti,Ciaz,2011,Petrol,Manual,218159,First,Chandigarh,22,1462,1,827270,124090,114162,54,8,14,854578,15,4.57,9,0.57,0
Kia,Seltos,2018,Petrol,Manual,111371,Fourth,Jaipur,21,1497,5,1081587,407650,346502,50,15,7,670327,37.69,7.35,7,3.66,0
Maruti,Baleno,2016,Petrol,Manual,139468,Third,Pune,19,1197,3,694386,238799,205367,65,14,9,456590,34.39,4.4,9,1.71,0
Hyundai,Venue,2021,CNG,Automatic,74105,Second,Nagpur,25,1197,7,1225139,858332,712415,43,17,4,338040,70.06,7.94,9,11.58,0
Kia,EV6,2015,Petrol,Automatic,171256,First,Surat,21,0,3,5720379,1621727,1459554,62,10,10,4233876,28.35,5.26,6,9.47,1
Hyundai,Creta,2024,Petrol,Manual,13124,First,Nagpur,14,1493,9,1662596,1440971,1224825,21,15,1,193618,86.67,10,8,109.8,0
Toyota,Fortuner,2021,Petrol,Automatic,84275,Fourth,Kolkata,16,2755,6,4912666,3028658,2453212,40,19,4,1781611,61.65,8.28,9,60.23,1
Hyundai,Aura,2023,CNG,Manual,32995,Fourth,Pune,26,1197,6,876736,686747,563132,45,18,2,188436,78.33,7.55,9,20.81,0
Honda,WR-V,2022,Petrol,Manual,50548,First,Bangalore,16,1199,9,1174854,876911,833065,28,5,3,329927,74.64,8.74,7,17.35,0
Skoda,Slavia,2020,Diesel,Automatic,60036,Second,Jaipur,16,1498,6,1515757,890810,864085,46,3,5,665474,58.77,5.45,7,14.84,0
Tata,Tigor,2022,Petrol,Manual,85449,Third,Surat,22,1199,7,942286,711802,597913,43,16,3,242713,75.54,7.93,7,8.33,0
MG,ZS EV,2012,Petrol,Automatic,233281,First,Nagpur,19,0,2,2080270,312040,255872,64,18,13,2161186,15,4.73,6,3.55,1
Mahindra,Thar,2021,CNG,Automatic,40794,First,Kolkata,30,2186,8,2201141,1435364,1277473,,11,4,750893,65.21,7.66,7,35.19,0
Nissan,Magnite,2020,Petrol,Automatic,44981,First,hyderabad,22,999,6,900048,547409,498142,38,9,5,348082,60.82,7.19,5,12.17,0
Nissan,Magnite,2020,Petrol,Manual,120094,Third,Pune,14,999,7,964750,577981,468164,45,19,5,360448,59.91,5.06,4,4.81,0
Renault,Duster,2024,Petrol,Automatic,24172,Second,Hyderabad,13,1498,10,1263087,1136273,1011282,39,11,1,154147,89.96,7.94,7,47.01,0
Ford,Aspire,2015,Diesel,Automatic,116403,First,Jaipur,18,1194,3,838876,249901,242403,60,3,10,601758,29.79,3.22,4,2.15,0
MG,ZS EV,2020,Diesel,Automatic,101530,Third,Nagpur,24,0,7,3013624,1679492,1578722,36,6,5,1249468,55.73,7.49,6,16.54,1
Kia,Sonet,2024,Petrol,Manual,10678,Second,Bangalore,20,1197,9,1075524,910753,819677,25,10,1,132809,84.68,8.51,8,85.29,0
Hyundai,Tucson,2022,Diesel,Automatic,48723,First,Hyderabad,16,1998,10,3997543,2617191,2381643,38,9,3,1262291,65.47,10,10,53.72,1
Kia,EV6,2023,Electric,Automatic,18537,First,Ahmedabad,376,0,8,8542877,7145262,6573641,26,8,2,1535791,83.64,7.92,8,385.46,1
Hyundai,Alcazar,2025,CNG,Automatic,223,First,Coimbatore,27,1999,10,2626013,2494712,2070610,33,17,0,0,95,10,9,11187.05,0
Volkswagen,Taigun,2018,Petrol,Automatic,135464,Second,Kolkata,13,1498,6,1114698,533717,458996,45,14,7,554658,47.88,6.01,5,3.94,0
Mahindra,XUV700,2020,Petrol,Automatic,109795,Second,chennai,15,2182,6,2645030,1642034,1477830,44,10,5,1033194,62.08,7.12,8,14.96,1
Honda,City,2021,Petrol,Manual,46718,Second,Bangalore,13,1497,7,1227027,844194,827310,22,2,4,376203,68.8,7.49,8,18.07,0
Toyota,Fortuner,2025,CNG,Automatic,4295,First,Mumbai,21,2755,9,5221391,4960321,4067463,10,18,0,0,95,8.23,10,1154.91,1
Volkswagen,Virtus,2021,Petrol,Manual,79455,Fourth,Mumbai,21,1498,6,1429114,1028962,956934,36,7,4,423033,72,6.45,5,12.95,0
Honda,Elevate,2021,Petrol,Automatic,55800,First,Delhi,14,1200,7,1282105,805033,748680,25,7,4,447099,62.79,8.09,9,14.43,0
Tata,Punch,2022,Petrol,Manual,34639,First,Pune,15,1199,7,1076024,788725,733514,47,7,3,287515,73.3,6,7,22.77,0
Volkswagen,Polo,2013,Petrol,Manual,160168,Second,Bangalore,22,999,3,637863,95679,86111,71,10,12,560991,15,4.06,7,0.6,0
Maruti,Ertiga,2017,Petrol,Manual,110451,First,Chennai,14,1462,4,866662,276551,271019,53,2,8,585408,31.91,5.41,10,2.5,0
Ford,EcoSport,2025,Petrol,Automatic,500,Second,Coimbatore,13,1497,10,1430215,1358704,1195659,25,12,0,0,95,7.44,6,2717.41,0
Toyota,Urban Cruiser,2015,Diesel,Automatic,165356,Second,Bhopal,21,1462,5,903403,137407,131910,60,4,10,758311,15.21,6.19,10,0.83,0
Hyundai,Alcazar,2017,Petrol,Manual,181886,Second,Nagpur,21,1999,6,1788444,511852,455548,52,11,8,1247972,28.62,5.24,8,2.81,0
Volkswagen,Virtus,2022,CNG,Automatic,51832,First,Bangalore,28,1498,9,1437089,1036716,922677,30,11,3,431060,72.14,7.64,6,20,0
Renault,Duster,2021,Petrol,Manual,83739,Second,Coimbatore,13,1498,6,1147108,829014,787563,41,5,4,322160,72.27,7.2,5,9.9,0
Nissan,Terrano,2025,Petrol,Automatic,1274,First,Delhi,22,1461,10,1551633,1474051,1400348,30,5,0,0,95,9.21,5,1157.03,0
Skoda,Kodiaq,2024,Diesel,Automatic,12264,First,lucknow,21,1984,10,5803402,5035031,4632228,8,8,1,782799,86.76,7.3,5,410.55,1
Tata,Punch,2025,Diesel,Automatic,1206,Second,Pune,27,1199,10,1154875,1097131,1064217,14,3,0,0,95,8.63,8,909.73,0
Hyundai,Alcazar,2023,Petrol,Automatic,34767,First,Ahmedabad,16,1999,7,2241005,1804009,1551447,35,14,2,438731,80.5,9.37,10,51.89,0
Nissan,Kicks,2017,Petrol,Automatic,90732,First,Hyderabad,20,1461,4,1089102,511333,470426,58,8,8,608403,46.95,6.18,6,5.64,0
Toyota,Innova,2019,Petrol,Automatic,118142,Second,Nagpur,21,2393,6,2163845,1337039,1203335,33,10,6,885016,61.79,8.44,10,11.32,0
Tata,Nexon,2016,Petrol,Automatic,190310,Third,Surat,22,1497,5,926234,286391,249160,42,13,9,659344,30.92,6.02,8,1.5,0
Maruti,Dzire,2024,CNG,Manual,16998,Second,Ahmedabad,24,1197,10,1161836,1025901,1005382,,2,1,148964,88.3,10,9,60.35,0
Maruti,WagonR,2015,Petrol,Automatic,227715,Third,Kolkata,15,1197,2,636853,184177,149183,64,19,10,456015,28.92,4.37,9,0.81,0
Maruti,Baleno,2025,Diesel,Manual,4800,Second,Lucknow,26,1197,10,1124548,1068320,908072,34,15,0,0,95,9.39,10,222.57,0
Renault,Kiger,2019,Petrol,Automatic,65218,First,Chandigarh,21,999,5,749498,443103,407654,42,8,6,323312,59.12,4.76,7,6.79,0
Tata,Punch,2016,Petrol,Manual,105549,Second,lucknow,14,1199,5,761780,234704,201845,62,14,9,511395,30.81,6.73,8,2.22,0
Hyundai,Tucson,2022,Petrol,Automatic,74343,Third,Bangalore,21,1998,8,3502268,2424620,2279142,28,6,3,1143019,69.23,,9,32.61,1
Nissan,Magnite,2023,Diesel,Manual,29150,Second,Surat,25,999,8,1033919,830857,689611,33,17,2,218885,80.36,5.94,4,28.5,0
Maruti,Brezza,2024,Petrol,Automatic,17414,Second,Delhi,22,1462,10,1396196,1274587,1083398,26,15,1,145960,91.29,9.29,10,73.19,0
Tata,Nexon,2024,Diesel,Manual,9606,First,Bangalore,22,1497,10,1436919,1306446,1110479,17,15,1,169980,90.92,10,7,136,0
MG,Hector,2021,Petrol,Manual,66373,First,Surat,16,1956,7,1845376,1146901,1112493,52,3,4,675143,62.15,5.85,7,17.28,0
Maruti,Baleno,2022,Petrol,Manual,41831,First,Chennai,21,1197,10,933928,664583,624708,22,6,3,293911,71.16,10,9,15.89,0
Nissan,Magnite,2019,Diesel,Automatic,125430,Second,Chennai,28,999,6,789273,379482,330149,35,13,6,414232,48.08,6.34,5,3.03,0
Mahindra,XUV300,2016,Petrol,Automatic,77773,First,Kolkata,20,1199,6,962246,176668,144867,43,18,9,789098,18.36,7.21,9,2.27,0
Hyundai,Alcazar,2017,Petrol,Automatic,76543,First,Pune,20,1999,4,1647569,712408,619794,37,13,8,903583,43.24,5.76,9,9.31,0
Honda,HR-V,2025,Diesel,Manual,500,First,Lucknow,16,1498,10,1669912,1586416,1316725,36,17,0,0,95,10,8,3172.83,0
Kia,EV6,2013,Petrol,Automatic,171369,Second,Mumbai,19,0,7,4865445,729816,605747,33,17,12,4341084,15,7.7,8,4.26,1
Skoda,Octavia,2025,Petrol,Automatic,500,First,Ahmedabad,13,1984,10,4217493,4006618,3926485,13,2,0,0,95,9.13,5,8013.24,1
Volkswagen,Taigun,2023,CNG,Automatic,40307,Second,Ahmedabad,27,1498,7,1542155,1278292,1188811,23,7,2,272452,82.89,6.82,5,31.71,0
Mahindra,Bolero,2024,Petrol,Automatic,9050,Second,Ahmedabad,20,1493,9,1488849,1294256,1203658,38,7,1,188114,86.93,8.38,8,143.01,0
Volkswagen,Vento,2021,CNG,Manual,98776,Third,Kolkata,22,1596,7,1292922,866257,788293,57,9,4,397927,67,7.49,7,8.77,0
Tata,Harrier,2019,Petrol,Manual,153480,Fourth,Jaipur,21,1956,4,2178853,1000529,860454,45,14,6,1185380,45.92,5.21,8,6.52,0
Maruti,Baleno,2023,Petrol,Manual,28941,First,Pune,18,1197,8,1015973,830253,747227,45,10,2,202467,81.72,7.54,10,28.69,0
Maruti,Dzire,2023,Petrol,Manual,27387,Second,Chandigarh,15,1197,8,949898,763907,664599,44,13,2,172273,80.42,9.23,10,27.89,0
Tata,Harrier,2020,Diesel,Manual,70314,First,Pune,28,1956,7,2243494,1284175,1130074,35,12,5,982960,57.24,6.16,8,18.26,0
Maruti,Baleno,2010,Petrol,Automatic,199639,Second,Jaipur,22,1197,2,586715,88007,74805,77,15,15,790678,15,4.11,9,0.44,0
Skoda,Slavia,2025,Petrol,Manual,2885,Third,Pune,18,1498,10,1691988,1607388,1543092,45,4,0,0,95,8.85,5,557.15,0
Renault,Duster,2021,Petrol,Automatic,62670,First,Coimbatore,21,1498,7,1345417,925781,879491,30,5,4,401161,68.81,7.55,7,14.77,0
Hyundai,Venue,2024,Petrol,Automatic,37847,Fourth,Coimbatore,15,1197,8,1149240,1015928,954972,42,6,1,133641,88.4,8.15,10,26.84,0
Volkswagen,Taigun,2018,Petrol,Manual,74868,Second,Ahmedabad,14,1498,6,1428031,610483,506700,51,17,7,858795,42.75,7.28,5,8.15,0
Maruti,Dzire,2023,Petrol,Automatic,28120,First,Coimbatore,16,1197,8,969002,774135,750910,20,3,2,190184,79.89,8.8,10,27.53,0
Nissan,Kicks,2025,Petrol,Manual,500,First,Mumbai,15,1461,10,1368728,1300291,1144256,16,12,0,0,95,7.98,4,2600.58,0
Honda,HR-V,2014,Petrol,Automatic,178038,First,Chennai,22,1498,5,1182304,177345,159610,46,10,11,1165033,15,6.85,8,,0
Honda,City,2022,Diesel,Manual,86231,Third,Nagpur,22,1497,8,1409585,990797,842177,28,15,3,394406,70.29,7.74,9,11.49,0
Renault,Duster,2022,Petrol,Manual,43062,Second,Hyderabad,22,1498,8,1484760,1017357,997009,41,2,3,494631,68.52,8.02,7,23.63,0
Ford,Aspire,2021,Diesel,Automatic,70254,First,Nagpur,24,1194,6,1097163,773280,657288,33,15,4,329747,70.48,6.96,6,11.01,0
Hyundai,Grand i10,2018,Petrol,Automatic,112104,First,Jaipur,21,1197,7,691941,291583,242013,31,17,7,414480,42.14,7.22,8,2.6,0
Toyota,Camry,2021,Petrol,Automatic,76839,Second,Bhopal,18,2487,6,6281250,4562071,3923381,28,14,4,1752902,72.63,7.8,10,59.37,1
Tata,Punch,2021,Petrol,Manual,58961,First,Mumbai,15,1199,7,969129,629643,585567,36,7,4,327673,64.97,8.47,7,10.68,0
Maruti,Brezza,2017,Petrol,Manual,102192,First,Pune,15,1462,5,1086429,475638,409048,,14,8,617832,43.78,5.98,10,4.65,0
Skoda,Kodiaq,2025,Petrol,Automatic,83,First,Chennai,19,1982,10,5269930,5006433,4906304,8,2,0,0,95,9.24,5,60318.47,1
Honda,Jazz,2023,Petrol,Manual,34120,Second,Ahmedabad,20,1199,8,1225795,950358,845818,,11,2,251748,77.53,8.88,8,68.98,0
Maruti,Ertiga,2023,Petrol,Automatic,40251,Second,Chennai,22,1462,8,1101065,861583,706498,32,18,2,233930,78.25,9.51,9,36.63,0
Maruti,Brezza,2014,Petrol,Manual,242352,Third,Surat,22,1462,4,860683,129102,104572,66,19,11,805857,15,5.53,9,0.53,0
Renault,Duster,2023,Petrol,Automatic,50003,Fourth,Surat,18,1498,7,1264951,1034982,859035,29,17,2,253412,81.82,6.54,6,20.7,0
Tata,Harrier,2014,Petrol,Manual,335748,Third,Ahmedabad,17,1956,3,1512089,289111,234179,49,19,11,1199896,19.12,4.84,8,1.35,0
Renault,Kwid,2018,Diesel,Manual,67916,Second,Jaipur,23,799,5,484892,241864,198328,34,18,7,247395,49.88,4.83,5,3.56,0
Volkswagen,Taigun,2025,Petrol,Automatic,5694,Second,Surat,19,1498,10,1590512,1510986,1420326,40,6,0,0,95,9.97,6,265.36,0
Ford,Endeavour,2024,Petrol,Automatic,16650,Second,Surat,14,1996,9,6851774,6051486,5083248,36,16,1,787988,88.32,6.27,4,363.45,1
Mahindra,XUV700,2016,Diesel,Automatic,148240,First,Chandigarh,,2184,6,2227009,611759,501642,55,18,9,1630364,27.47,6.53,7,4.13,1
Maruti,Alto,2020,Petrol,Automatic,125183,Third,Hyderabad,19,796,6,460964,250764,193088,49,23,5,201773,54.4,7.58,10,2,0
Maruti,Alto,2024,Petrol,Automatic,16228,First,Chennai,20,796,9,575510,510880,464900,41,9,1,62537,88.77,8.73,10,31.48,0
Honda,Amaze,2017,Petrol,Manual,87768,First,Bhopal,22,1199,6,961095,345898,283636,35,18,8,623098,35.99,8.38,9,3.94,0
Ford,EcoSport,2018,Petrol,Manual,1069900,Second,Bangalore,21,1495,7,918585,339876,333078,55,2,7,574046,37,4.52,4,3.18,0
Honda,Elevate,2013,Diesel,Automatic,211532,Second,Delhi,24,1200,3,734203,110130,95813,60,13,12,790232,15,4.99,7,0.52,0
MG,Gloster,2020,CNG,Automatic,52931,Second,Hyderabad,22,1996,6,4187384,2661082,2368362,45,11,5,1572485,63.55,7.05,7,50.27,1
Kia,Carens,2021,Diesel,Manual,65236,First,Coimbatore,27,1497,7,1393131,979928,960329,49,2,4,406593,70.34,7.24,8,30.46,0
Kia,Carens,2023,Diesel,Automatic,47456,Third,Chandigarh,17,1497,7,1663141,1302405,1172164,26,10,2,368071,78.31,8.61,7,27.44,0
Maruti,Alto,2021,Diesel,Automatic,75100,Second,Pune,19,796,7,519345,332640,299376,27,10,4,174992,64.05,7.72,10,4.43,0
Nissan,Magnite,2024,Petrol,Manual,5820,First,Surat,,999,10,955682,849983,807483,36,5,1,127665,88.94,9.46,5,146.05,0
Hyundai,Aura,2012,Petrol,Manual,289575,Second,Surat,21,1197,5,591847,88777,79011,64,11,13,628497,15,5.94,8,0.31,0
Kia,Seltos,2025,Petrol,Automatic,500,Third,Surat,20,1497,10,1539541,1462563,1301681,23,11,0,0,95,10,8,2925.13,0
Hyundai,Grand i10,2025,Petrol,Manual,500,First,Bangalore,13,1197,9,1015193,964433,848701,35,12,0,0,95,,10,1928.87,0
Honda,Jazz,2016,Petrol,Manual,163824,First,Pune,13,1199,4,921250,236761,194144,58,18,9,676806,25.7,4.84,8,1.45,0
Honda,Jazz,2024,Petrol,Automatic,10507,Second,Ahmedabad,21,1199,10,1266796,1069809,1016318,15,5,1,159918,84.45,9.74,8,101.82,0
Nissan,Magnite,2024,Petrol,Automatic,22059,Third,Kolkata,18,999,9,960047,815847,652677,30,20,1,120767,84.98,7.67,5,36.98,0
Toyota,Fortuner,2025,Diesel,Automatic,4885,First,Coimbatore,27,2755,9,5952705,5655069,4919910,36,13,0,0,95,8.44,9,1157.64,1
Toyota,Innova,2024,Petrol,Automatic,20980,Third,Surat,13,2393,10,2929188,2483365,2110860,26,15,1,382322,84.78,9.29,10,203.73,0
Tata,Nexon,2023,Diesel,Manual,33555,Third,Hyderabad,26,1497,8,1160169,891125,766367,49,14,2,251786,76.81,6.84,8,26.56,0
Skoda,Octavia,2022,CNG,Automatic,60038,Second,Delhi,24,1984,9,3239539,2208069,1943100,32,12,3,939314,68.16,8.76,6,36.78,1
Skoda,Kushaq,2023,Petrol,Automatic,30972,First,Surat,20,1498,9,1374099,1125112,1091358,25,3,2,258273,81.88,8.74,6,36.33,0
Hyundai,Verna,2024,Diesel,Automatic,14177,Second,Surat,25,1499,10,1616750,1460571,1372936,18,6,1,179024,90.34,9.48,8,103.02,0
Honda,City,2023,Diesel,Manual,33024,First,Chennai,17,1495,7,1677154,1373085,1235776,47,10,2,316690,81.87,6.2,7,41.58,0
Toyota,Glanza,2012,Petrol,Manual,149467,Second,Ahmedabad,20,1197,3,732211,109831,97749,54,11,13,765657,15,6.05,10,0.73,0
Kia,Carens,2013,Petrol,Automatic,125202,First,Coimbatore,19,1497,3,1005438,150815,144782,44,4,12,879931,15,4.14,7,1.2,0
Honda,Jazz,2024,Petrol,Manual,22191,Third,Lucknow,21,1199,8,1139996,995330,855983,31,14,1,135607,87.31,6.85,7,44.85,0
Ford,Endeavour,2024,Diesel,Automatic,16997,First,Ahmedabad,16,1996,9,6308058,5591462,5088230,38,9,1,753255,88.64,8.05,6,328.97,1
Renault,Duster,2019,Petrol,Manual,55615,Second,Chennai,21,1498,7,1258066,632807,569526,41,10,6,625149,50.3,6.75,5,11.38,0
MG,Hector,2024,Petrol,Manual,10963,First,Nagpur,14,1956,9,2433481,2127349,1978434,16,7,1,305604,87.42,9.16,6,194.05,0
Hyundai,Grand i10,2018,Diesel,Manual,92688,First,Lucknow,20,1197,7,805636,313150,284966,26,9,7,501437,38.87,8.2,9,3.38,0
Volkswagen,Vento,2023,Diesel,Manual,33611,Second,Mumbai,27,1598,9,1408967,1104630,1082537,24,2,2,323456,78.4,7.77,5,32.87,0
Nissan,Kicks,2024,CNG,Automatic,8595,Second,Bhopal,24,1461,9,1424424,1221016,1147755,38,6,1,195620,85.72,7.84,6,142.06,0
Nissan,Kicks,2021,Petrol,Manual,91335,Third,Chandigarh,19,1461,5,1197910,764745,657680,34,14,4,422908,63.84,5.87,5,8.37,0
Tata,Tigor,2018,Petrol,Automatic,182417,Third,Surat,14,1199,5,723969,356482,317268,42,11,7,356418,49.24,6.67,7,1.95,0
Toyota,Innova,2024,Petrol,Automatic,5526,Second,Chennai,20,2393,10,2671910,2256160,1940297,28,14,1,358089,84.44,9.72,10,408.28,0
Tata,Punch,2018,Diesel,Automatic,115356,Second,Delhi,16,1199,5,972253,386956,340521,36,12,7,559258,39.8,8.02,9,3.35,0
Tata,Nexon,2020,Diesel,Manual,64359,First,Hyderabad,26,1497,7,1296568,843806,734111,29,13,5,473341,65.08,7.02,9,13.11,0
Mahindra,XUV400,2023,Diesel,Automatic,17089,First,Surat,24,0,9,2137590,1633760,1568409,25,4,2,440806,76.43,9.05,7,95.6,0
Maruti,Ertiga,2023,Diesel,Manual,31163,First,Pune,20,1462,8,1140542,931822,903867,22,3,2,204558,81.7,9.29,10,29.9,0
Mahindra,Scorpio,2012,Petrol,Manual,125649,First,Chandigarh,14,2184,2,1234532,185179,170364,57,8,13,1389760,15,3.16,9,1.47,0
Toyota,Glanza,2020,Diesel,Manual,79351,Second,Delhi,26,1197,6,997907,645745,561798,44,13,5,363766,64.71,9.1,10,8.14,0
Skoda,Octavia,2023,Petrol,Manual,50357,Third,Hyderabad,13,1984,6,3826340,3196141,2716719,38,15,2,718905,83.53,6.12,7,63.47,1
Maruti,Ertiga,2020,Diesel,Manual,120785,Third,Hyderabad,18,1462,7,1202983,786991,700421,58,11,5,418614,65.42,8.7,10,6.52,0
Hyundai,Alcazar,2014,Petrol,Manual,99658,First,Surat,20,1999,5,1497870,224680,208952,41,7,11,1434672,15,5.46,10,2.25,0
Kia,Seltos,2017,Petrol,Automatic,95646,First,Mumbai,19,1497,5,1021173,364762,346523,58,5,8,640869,35.72,5.65,8,3.81,0
Hyundai,Verna,2022,Petrol,Automatic,50221,First,Jaipur,22,1497,7,1333933,866656,736657,33,15,3,457118,64.97,7.72,10,17.26,0
Tata,Safari,2021,CNG,Manual,102349,Second,Chennai,20,1956,7,2296391,1540189,1293758,37,16,4,800544,67.07,6.05,7,15.05,0
Ford,Aspire,2021,Petrol,Automatic,70804,Second,Jaipur,18,1194,8,878667,601886,589848,24,2,4,282499,68.5,5.54,4,8.5,0
Tata,Nexon,2024,Diesel,Automatic,24487,Second,Jaipur,22,1497,10,1513244,1317732,1185958,36,10,1,170266,87.08,9.83,7,53.81,0
Honda,HR-V,2021,Diesel,Manual,64454,First,Bhopal,24,1498,7,1721249,1200054,1104049,24,8,4,571863,69.72,7.67,9,18.62,0
